Stage fright	Nervousness felt before an audience.
Stage manager	One in control of the stage during the production of a play. He directs the stage hands, property man, etc., has charge of all details behind the curtain, except the acting, and has a general oversight of the actors. Sometimes he is also the stage director.
Stagy	Having an air or manner characteristic of the stage; theatrical; artificial; as, a stagy tone or bearing; -- chiefly used depreciatively.
Stake	A territorial division; -- called also stake of Zion.
Stalk	The act or process of stalking.
Stall	A covering or sheath, as of leather, horn, of iron, for a finger or thumb; a cot; as, a thumb stall; a finger stall.
Stampede	Any sudden unconcerted moving or acting together of a number of persons, as from  some common impulse; as, a stampede to the gold regions; a stampede in a convention.
Stance	The position of a player's feet, relative to each other and to the ball, when he is making a stroke.
Stand	To be, or signify that one is, willing to play with one's hand as dealt.
Standerath	Alt. of Standerat
Standerat	See Legislature, above.
Star drift	Similar and probably related motion of the stars of an asterism, as distinguished from apparent change of place due to solar motion.-- ##?? = star streaming? --
Star stereogram	A view of the universe of brighter stars as it would appear to an observer transported into space outside or beyond our universe of stars.
State socialism	A form of socialism, esp. advocated in Germany, which, while retaining the right of private property and the institution of the family and other features of the present form of the state, would intervene by various measures intended to give or maintain equality of opportunity, as compulsory state insurance, old-age pensions, etc., answering closely to socialism of the chair.
Station	In Australia, a sheep run or cattle run, together with the buildings belonging to it; also, the  homestead and buildings belonging to such a run.
Stator	A stationary part in or about which another part (the rotor) revolves, esp. when both are large;
Stator	The stationary member of an electrical machine, as of an induction motor.
Stator	The case inclosing a turbine wheel; the body of stationary blades or nozzles.
Step	At Eton College, England, a shallow step dividing the court into an inner and an outer portion.
Step-down	Transforming or converting a current of high potential or pressure into one of low pressure; as, a step-down transformer.
Step-up	Transforming or converting a low-pressure current into one of high pressure; as, a step-up transformer.
Sterilizer	One that sterilizes anything; specif., an apparatus for sterilizing an organic fluid or mixture.
Stillson wrench	A pipe wrench having an adjustable L-shaped jaw piece sliding in a sleeve that is pivoted to, and loosely embraces, the handle. Pressure on the handle increases the grip.
Stilton cheese	Alt. of Stilton
Stilton	A peculiarly flavored unpressed cheese made from milk with cream added; -- so called from the village or parish of Stilton, England, where it was originally made. It is very rich in fat.
Stimey	Alt. of Stimie
Stimie	See Stymie.
Sting ray	Alt. of Stingray
Stingray	Any one of numerous rays of the family Dasyatidae, syn. Trygonidae, having one or more large sharp barbed dorsal spines, on the whiplike tail, capable of inflicting severe wounds. Some species reach a large size, and some, esp., on the American Pacific coast, are very destructive to oysters.
Stitch	An arrangement of stitches, or method of stitching in some particular way or style; as, cross-stitch; herringbone stitch, etc.
Stock	Raw material; that out of which something is manufactured; as, paper stock.
Stock	A plain soap which is made into  toilet soap by adding perfumery, coloring matter, etc.
Stocking	Any of various things resembling, or likened to, a stocking; as: (a) A broad ring of color, differing from the general color, on the lower part of the leg of a quadruped; esp., a white ring between the coronet and the hock or knee of a dark-colored horse. (b) A knitted hood of cotton thread which is eventually converted by a special process into an incandescent mantle for gas lighting.
Stogy	heavy; coarse; clumsy.
Stogies	of Stogy
Stogy	A stout, coarse boot or shoe; a brogan.
Stogy	A kind of cheap, but not necessary inferior, cigar made in the form of a cylindrical roll.
Stokehold	The space, or any of the spaces, in front of the boilers of a ship, from which the furnaces are fed; the stokehole of a ship; also, a room containing a ship's boilers; as, forced draft with  closed stokehold; -- called also, in American ships, fireroom.
Stomatology	Scientific study or knowledge of the mouth.
Stomatoplasty	Plastic surgery of the mouth.
Stop order	An order that aims to limit losses by fixing a figure at which purchases shall be sold or sales bought in, as where stock is bought at 100 and the broker is directed to sell if the market price drops to 98.
Stop-over	Act or privilege of stopping over.
Stovain	Alt. of -ine
-ine	A substance, C14H22O2NCl, the hydrochloride of an amino compound containing benzol, used, in solution with strychnine, as a local anaesthetic, esp. by injection into the sheath of the spinal cord, producing anaesthesia below the point of introduction.
Strain	A cultural subvariety that is only slightly differentiated.
Strangle hold	In wrestling, a hold by which one's opponent is choked. It is usually not allowed.
Strato-cirrus	An alto-stratus cloud.
Strato-cumulus	Large balls or rolls of dark cloud which frequently cover the whole sky, esp. in winter, and give it at times an undulated appearance.
Stream clock	An instrument for ascertaining the velocity of the blood in a vessel.
Stream gold	Gold in alluvial deposits; placer gold.
Stream line	The path of a constituent particle of a flowing fluid undisturbed by eddies or the like.
Streamline	Of or pert. to a stream line; designating a motion or flow that is free from turbulence, like that of a particle in a streamline; hence, designating a surface, body, etc., that is designed so as to afford an unbroken flow of a fluid about it, esp. when the resistance to flow is the least possible; as, a streamline body for an automobile or airship.
Stream wheel	A wheel used for measuring, by its motion when submerged, the velocity of flowing water; a current wheel.
Stress	To subject to phonetic stress; to accent.
Stress	To place emphasis on; to make emphatic; emphasize.
Strike	A sudden finding of rich ore in mining; hence, any sudden success or good fortune, esp. financial.
Strike	Act of leveling all the pins with the first bowl; also, the score thus made. Sometimes called double spare.
Strike	Any actual or constructive striking at the pitched ball, three of which, if the ball is not hit fairly, cause the batter to be put out; hence, any of various acts or events which are ruled as equivalent to such a striking, as failing to strike at a ball so pitched that the batter should have struck at it.
Strike	Same as Ten-strike.
String	In various indoor games, a score or tally, sometimes, as in American billiard games, marked by buttons threaded on a string or wire.
String	In various games, competitions, etc., a certain number of turns at play, of rounds, etc.
String	The line from behind and over which the cue ball must be played after being out of play as by being pocketed or knocked off the table; -- called also string line.
String	Act of stringing for break.
String	A hoax; a trumped-up or "fake" story.
String	To hoax; josh; jolly.
String	To form into a string or strings, as a substance which is stretched, or people who are moving along, etc.
Stripper	A cow that has nearly stopped giving milk, so that it can be obtained from her only by stripping.
Structural shape	The shape of a member especially adapted to structural purposes, esp. in giving the greatest strength with the least material.
Structural shape	any steel or iron member of such shape, as channel irons, I beams, T beams, etc., or, sometimes, a column, girder, etc., built up with such members.
Structural steel	Rolled steel in structural shapes.
Structural steel	A kind of strong mild steel, suitable for structural shapes.
Stundist	One of a large sect of Russian dissenters founded, about 1860, in the village of Osnova, near Odessa, by a peasant, Onishchenko, who had apparently been influenced by a German sect settled near there. They zealously practice Bible reading and reject priestly dominion and all external rites of worship.
Stunt	A feat hard to perform; an act which is striking for the skill, strength, or the like, required to do it; a feat.
Stylus	In a photograph, a pointed piece which is moved by the vibrations given to the diaphragm by a sound, and produces the indented record; also, a pointed piece which follows the indented record, vibrates the diaphragm, and reproduces the sound.
Stymie	Alt. of Stimy
Stimy	The position of two balls on the putting green such that, being more than six inches apart, one ball lies directly between the other and the hole at which the latter must be played; also, the act of bringing the balls into this position.
Stymie	Alt. of Stimy
Stimy	To bring into the position of, or impede by, a stymie.
Subacetate	An acetate containing an excess of the basic constituent.
Subcarbonate	A carbonate containing an excess of the basic constituent.
Subcellar	A cellar beneath another story wholly or partly underground; usually, a cellar under a cellar.
Subconsciousness	The state or quality of being subconscious; a state of mind in which perception and other mental processes occur without distinct consciousness.
Suberization	Conversion of the cell walls into cork tissue by development of suberin; -- commonly taking place in exposed tissues, as when a callus forms over a wound. Suberized cell walls are impervious to water.
-ized	of Suberize
-izing	of Suberize
Suberize	To effect suberization of.
Subliminal	Existing in the mind, but below the surface or threshold of consciousness; that is, existing as feeling rather than as clear ideas.
Submarine	A submarine boat; esp., Nav., a submarine torpedo boat; -- called specif. submergible submarine when capable of operating at various depths and of traveling considerable distances under water, and submersible submarine when capable of being only partly submerged, i.e., so that the conning tower, etc., is still above water. The latter type and most of the former type are submerged as desired by regulating the amount of water admitted to the ballast tanks and sink on an even keel; some of the former type effect submersion while under way by means of horizontal rudders, in some cases also with admission of water to the ballast tanks.
Subsistence Department	A staff department of the United States army charged, under the  supervision of the Chief of Staff, with the purchasing and issuing to the army of such supplies as make up the  ration. It also supplies, for authorized sales, certain articles of food and other minor stores. It is commanded by any officer of the rank of brigadier general, called commissary general, and the department is popularly called the Commissary Department.
Sucker State	Illinois; -- a nickname.
Sudd	A tangled mass of floating vegetal matter obstructing navigation.
Suede	Swedish glove leather, -- usually made from lambskins tanned with willow bark. Also used adjectively; as, suede gloves.
Suggestion	The control of the mind of an hypnotic subject by ideas in the mind of the hypnotizer.
Suggestive medicine	Treatment by commands or positive statements addressed to a more or less hypnotized patient.
Sulphite	A person who is spontaneous and original in his habits of thought and conversation.
Sulu	A member of the most prominent tribe of the Moro tribes, occupying the Sulu Archipelago; also, their language.
Sumatra leaf	A thin, elastic, uniformly light-colored tobacco leaf, raised in Sumatra and extensively used for cigar wrappers.
Sumerian	Of or pertaining to the region of lower Babylonia, which was anciently called Sumer, or its inhabitants or their language.
Sumerian	A native of lower Babylonia, anciently called Sumer.
Summum bonum	The supreme or highest good, -- referring to the object of human life.
Suncup	A yellow flowered evening primrose (Taraxia, syn. Oenothera, ovata) native of California.
Sundog	A fragmentary rainbow; a small rainbow near the horizon; -- called also dog and weathergaw.
Sundowner	A tramp or vagabond in the Australian bush; -- so called from his coming to sheep stations at sunset of ask for supper and a bed, when it is too late to work; -- called also traveler and swagman (but not all swagmen are sundowners).
Sundrops	Any one of the several species of Kneiffia, esp. K. fruticosa (syn. Oenothera fruticosa), of the Evening-primrose family, having flowers that open by daylight.
Sunflower State	Kansas; a nickname.
Superdreadnought	See Dreadnought, above.
Superheat	To heat a liquid above its boiling point without converting it into vapor.
Superman	= Overman, above.
Supertax	A tax in addition to the usual or normal tax; specif., in the United Kingdom, an income tax of sixpence for every pound in addition to the normal income tax of one shilling and twopence for every pound, imposed, by the Finance Act of 1909-1910 (c. 8, ss 66, 72), on the amount by which the  income of any person exceeds /3,000 when his total income exceeds /5,000.
Surcharge	To print or write a surcharge on (a postage stamp).
Surcharge	A charge over the usual or legal rates.
Surcharge	Something printed or written on a postage stamp to  give it a new legal effect, as a new valuation, a place, a date, etc.; also (Colloq.), a stamp with a surcharge.
Surface loading	The weight supported per square unit of surface; the quotient obtained by dividing the gross weight, in pounds, of a fully loaded flying machine, by the total area, in square feet, of its supporting surface.
Surface tension	That property, due to molecular forces, which exists in the surface film of all liquids and tends to bring the contained volume into a form having the least superficial area. The thickness of this film, amounting to less than a thousandth of a millimeter, is considered to equal the radius of the sphere of molecular action, that is, the greatest distance at which there is cohesion between two particles. Particles lying below this film, being equally acted on from all sides, are in equilibrium as to forces of cohesion, but those in the film are on the whole attracted inward, and tension results.
Surrender	The voluntary cancellation of the legal liability of the company by the insured and beneficiary for a consideration (called the surrender value).
Sursum corda	In the Eucharist, the versicles immediately before the preface, inviting the people to join in the service by "lifting up the heart" to God.
Swag	To tramp carrying a swag.
Swag	A tramping bushman's luggage, rolled up either in canvas or in a blanket so as to form a long bundle, and carried on the back or over the shoulder; -- called also a bluey, or a drum.
Swag	Any bundle of luggage similarly rolled up; hence, luggage in general.
Swagger	A swagman.
Swaggie	A swagman.
Swagman	A bushman carrying a swag and traveling on foot; -- called also swagsman, swagger, and swaggie.
Swagsman	A swagman.
Swastika	Alt. of Swastica
Swastica	A symbol or ornament in the form of a Greek cross with the ends of the arms at right angles all in the same direction, and each prolonged to the height of the parallel arm of the cross. A great many modified forms exist, ogee and volute as well as rectilinear, while various decorative designs, as Greek fret or meander, are derived from or closely associated with it. The swastika is found in remains from the Bronze Age in various parts of Europe, esp. at Hissarlik (Troy), and was in frequent use as late as the 10th century. It is found in ancient Persia, in India, where both Jains and  Buddhists used (or still use) it as religious symbol, in China and Japan, and among Indian tribes of North, Central, and South America. It is usually thought to be a charm, talisman, or religious token, esp. a sign of good luck or benediction. Max MuLler distinguished from the swastika, with arms prolonged to the right, the suavastika, with arms prolonged to the left, but this distinction is not commonly recognized. Other names for the swastika are fylfot and gammadion.
Sway bar	A bar attached to the hounds, in the rear of the front axle, so as to slide on the reach as the axle is swung in turning the vehicle.
Sway bar	Either of the two bars used in coupling the front and rear sleds of a logging sled; also, the bar used to couple two logging cars.
Switch	A device for shifting an electric current to another circuit, or for making and breaking a circuit.
Syllabus	The headnote of a reported case; the brief statement of the points of law determined prefixed to a reported case. The opinion controls the syllabus, the latter being merely explanatory of the former.
Sylvanite	A telluride of gold and silver, (Au, Ag)Te2, of a steel gray, silver white, or brass yellow. It often occurs in implanted crystals resembling written characters, and hence is called graphic tellurium. H., 1.5-2. Sp.gr., 7.9-8.3.
Symbiosis	The living together in more or less imitative association or even close union of two dissimilar organisms. In a broad sense the term includes parasitism, or antagonistic, / antipathetic, symbiosis, in which the association is disadvantageous or destructive to one of the organisms, but ordinarily it is used of cases where the association is advantageous, or often necessary, to one or both, and not harmful to either. When there is bodily union (in extreme cases so close that the two form practically a single body, as in the union of algae and fungi to form lichens, and in the inclusion of algae in radiolarians) it is called conjunctive symbiosis; if there is no actual union of the organisms (as in the association of ants with myrmecophytes), disjunctive symbiosis.
Symbiotic	Pertaining to, or characterized by, or living in, a state of symbiosis.
Sympathy	The reciprocal influence exercised by organs or parts on one another, as shown in the effects of a diseased condition of one part on another part or organ, as in the vomiting produced by a tumor of the brain.
Sympathy	The influence of a certain psychological state in one person in producing a like state in another.
Syncretism	The union or fusion into one of two or more originally different inflectional forms, as of two cases.
Syndactyl	Alt. of Syndactyle
Syndactyle	Having two or more digits wholly or partly united. See Syndactylism.
Syndic	One appointed to manage an estate, essentially as a trustee, under English law.
Syndical	Consisting of, or pert. to, a syndic.
Syndical	Of or pertaining to, or of the nature of, syndicalism.
Syndicalism	The theory, plan, or practice of trade-union action (originally as advocated and practiced by the French Confederation Generale du Travail) which aims to abolish the present political and social system by means of the general strike (as distinguished from the local or sectional strike) and direct action of whatever kind (as distinguished from action which takes effect only through the medium of political action) -- direct action including any kind of action that is directly effective, whether it be a simple strike, a peaceful public demonstration, sabotage, or revolutionary violence. By the general strike and direct action syndicalism aims to establish a social system in which the means and processes of production are in the control of local organizations of workers, who are manage them for the common good.
Syndicalist	One who advocates or practices syndicalism.
-cated	of Syndicate
-cating	of Syndicate
Syndicate	To combine or form into, or manage as, a syndicate.
Syndicate	To acquire or control for or by, or to subject to the management of, a syndicate; as, syndicated newspapers.
Syndicate	To unite to form a syndicate.
Syndication	Act or process of syndicating or forming a syndicate.
Synesis	A construction in which adherence to some element in the sense causes a departure from strict syntax, as in "Philip went down to Samaria and preached Christ unto them."
Synonym	An incorrect or incorrectly applied scientific name, as a new name applied to a species or genus already properly named, or a specific name preoccupied by that of another species of the same genus; -- so used in the system of nomenclature (which see) in which the correct scientific names of certain natural groups (usually genera, species, and subspecies) are regarded as determined by priority.
Synonym	One of two or more words corresponding in meaning but of different languages; a heteronym.
Syntonic	Of or pert. to syntony; specif., designating, or pert. to, a system of wireless telegraphy in which the transmitting and receiving apparatus are in syntony with, and only with, one another.
-nized	of Syntonize
-nizing	of Syntonize
Syntonize	To adjust or devise so as to emit or respond to electric oscillations of a certain wave length; to tune; specif., to put (two or more instruments or systems of wireless telegraphy) in syntony with each other.
Syntonizer	One that syntonizes; specif., a device consisting essentially of a variable inductance coil and condenser with a pair of adjustable spark balls, for attuning the time periods of antennae in wireless telegraphy (called also syntonizing coil).
Syntony	State of being adjusted to a certain wave length; agreement or tuning between the time period of an apparatus emitting electric oscillations and that of a receiving apparatus, esp. in wireless telegraphy.
Systole	The contraction of the heart and arteries by which the blood is forced onward and the circulation kept up; also, the contraction of a rhythmically pulsating contractile vacuole; -- correlative to diastole.
Syzygy	The intimately united and apparently fused condition of certain low organisms during conjugation.
Tabasco sauce	A kind of very pungent sauce made from red peppers.
Tableau	The arrangement, or layout, of cards.
Table d'hote	Now, commonly, a meal, usually of several courses, in a restaurant, hotel, or the like, for  which one pays a fixed price irrespective of what one orders; -- often used adjectively; as, a table-d'hote meal.
Table work	Typesetting of tabular nmatter, or the type matter set in tabular form.
Tabloid	A compressed portion of one or more drugs or chemicals, or of food, etc.
Tabloid	Compressed or condensed, as into a tabloid; administrated in or as in tabloids, or small condensed bits; as, a tabloid form of imparting information.
Taboo	Set apart or sacred by religious custom among certain races of Polynesia, New Zealand, etc., and forbidden to certain persons or uses; hence, prohibited under severe penalties; interdicted; as, food, places, words, customs, etc., may be taboo.
Tac-au-tac	The parry which is connected with a riposte; also, a series of quick attacks and parries in which neither fencer gains a point.
Tachistoscope	An apparatus for exposing briefly to view a screen bearing letters or figures. It is used in studying the range of attention, or the power of distinguishing separate objects in a single impression.
Tachograph	A recording or registering tachometer; also, its autographic record.
Tachometry	Measurement by a tachometer; the science or use of tachometers.
Tachygraph	An example of tachygraphy; esp., an ancient Greek or Roman tachygraphic manuscript.
Tachygrapher	One who writes shorthand; a stenographer; esp., an ancient Greek or Roman notary.
Tachymeter	An instrument, esp. a transit or theodolite with stadia wires, for determining quickly the distances, bearings, and elevations of distant objects.
Tachymeter	A speed indicator; a tachometer.
Tachymetry	The science or use of the tachymeter.
Tachyscope	An early form of antimated-picture machine, devised in 1889 by Otto Anschutz of Berlin, in which the chronophotographs were mounted upon the periphery of a rotating wheel.
Tacky	Dowdy, shabby, or neglected in appearance; unkempt.
Tacky	An ill-conditioned, ill-fed, or neglected horse; also, a person in a like condition.
Tactful	Full of tact; characterized by a discerning sense of what is right, proper, or judicious.
Tactical	Of or pert. to military or naval tactics; hence, pert. to, or characterized by, planning or maneuvering.
Taeniacide	Alt. of Teniacide
Teniacide	A remedy to destroy tapeworms.
Taeniafuge	Alt. of Teniafuge
Teniafuge	A remedy to expel tapeworms.
Taeniasis	Alt. of Teniasis
Teniasis	Ill health due to taenia, or tapeworms.
Tagal	One of a Malayan race, mainly of central Luzon, next to the Visayans the most numerous of the native peoples of the Philippines. Nearly all are Christians and many are highly educated.
Tagal	The language of the Tagals; Tagalog.
Tagalog	Any member of a certain tribe which is one of the leading and most civilized of those native of the Philippine Islands.
Tagalog	The language of the Tagalogs. It belongs to the Malay family of languages and is one of the most highly developed members of the family.
Tag day	A day on which contributions to some public or private charity or fund are solicited promiscuously on the street, and tags given to contributors to wear as an evidence of their having contributed. Such solicitation is now subject to legal restriction in various places.
Tai	Designating, or pertaining to, the chief linguistic stock of Indo-China, including the peoples of Siamese and Shan speech.
Tai	A member of one of the tribes of the Tai stock.
Tail	In some forms of rope-laying machine, pieces of rope attached to the iron bar passing through the grooven wooden top containing the strands, for wrapping around the rope to be laid.
Tail	A tailed coat; a tail coat.
Tail	In flying machines, a plane or group of planes used at the rear to confer stability.
Tailing	A prolongation of current in a telegraph line, due to capacity in the line and causing signals to run together.
Tailor-made	Made by a tailor or according to a tailor's fashion; -- said specif. of women's garments made with certain closeness of fit, simplicity of ornament, etc.
Tailpiece	A piece for transmitting motion from the hub of a lock to the latch bolt.
Tailpiece	The part of a telescope containing the adjusting device for the eyepiece, etc.
Taint	Aphetic form of Attaint.
Taiping	Alt. of Taeping
Taeping	Pertaining to or designating a dynasty with which one Hung-Siu-Chuen, a half-religious, half-political enthusiast, attempted to supplant the Manchu dynasty by the Taiping rebellion, incited by him in 1850 and suppressed by General Gordon about 1864.
Taj Mahal	A marble mausoleum built at Agra, India, by the Mogul Emperor Shah Jahan, in memory of his favorite wife. In beauty of design and rich decorative detail it is one of the best examples of Saracenic architecture.
Take	To make a picture, photograph, or the like, of; as, to take a group or a scene.
Take	To give or deliver (a blow to); to strike; hit; as, he took me in the face; he took me a blow on the head.
Take-off	The spot at which one takes off; specif., the place from which a jumper rises in leaping.
Taking-off	The removal of sheets from the press.
Taking-off	Act of presenting a take-off, or burlesque imitation.
Talapoin	A Buddhist monk or priest.
Talcum	Same as Talc.
Tallboy	A kind of long-stemmed wineglass or cup.
Tallboy	A piece of household furniture common in the eighteenth century, usually in two separate parts, with larger drawers above and smaller ones below and raised on legs fifteen inches or more in height; -- called also highboy.
Tallboy	A long sheet-metal pipe for a chimney top.
Tallis	Same as Tallith.
Tallith	An undergarment worn by orthodox Jews, covering the chest and the upper part of the back. It has an opening for the head, and has tassels, called zizith, on its four corners.
Tallith	A tasseled shawl or scarf worn over the head or thrown round the shoulders while at prayer.
Talmudism	The teachings of the Talmud, or adherence to them.
Tamale	A Mexican dish made of crushed maize mixed with minced meat, seasoned with red pepper, dipped in oil, and steamed.
Tambourine	A South American wild dove (Tympanistria tympanistria), mostly white, with black-tiped wings and tail. Its resonant note is said to be ventriloquous.
Tam-o'-shanter	A kind of Scotch cap of wool, worsted, or the like, having a round, flattish top much wider than the band which fits the head, and usually having a tassel in the center.
Tamworth	One of a long-established English breed of large pigs. They are red, often spotted with black, with a long snout and erect or forwardly pointed ears, and are valued as bacon producers.
Tan	To thrash or beat; to flog; to switch.
Tandem	A tandem bicycle or other vehicle.
Tandem cart	A kind of two-wheeled vehicle with seats back to back, the front one somewhat elevated.
Tandem engine	A steam engine having two or more steam cylinders in line, with a common piston rod.
Tandem system	= Cascade system.
Tang	A dynasty in Chinese history, from a. d. 618 to 905, distinguished by the founding of the Imperial Academy (the Hanlin), by the invention of printing, and as marking a golden age of literature.
Tangelo	A hybrid between the tangerine orange and the grapefruit, or pomelo; also, the fruit.
Tangent spoke	A tension spoke of a bicycle or similar wheel, secured tangentially to the hub.
Tangent wheel	A worm or worm wheel; a tangent screw.
Tangent wheel	A wheel with tangent spokes.
Tangos	of Tango
Tango	A difficult dance in two-four time characterized by graceful posturing, frequent pointing positions, and a great variety of steps, including the cross step and turning steps. The dance is of Spanish origin, and is believed to have been in its original form a part of the fandango.
Tango	Any of various popular forms derived from this.
Tank	A pond, pool, or small lake, natural or artificial.
Tankage	The act or process of putting or storing in tanks.
Tankage	Fees charged for storage in tanks.
Tankage	The capacity or contents of a tank or tanks.
Tankage	Waste matter from tanks; esp., the dried nitrogenous residue from tanks in which fat has been rendered, used as a fertilizer.
Tank ship	Alt. of Tank vessel
Tank vessel	A vessel fitted with tanks for the carrying of oil or other liquid in bulk.
Tanner	A sixpence.
Tannigen	A compound obtained as a yellowish gray powder by the action of acetyl chloride or acetic anhydride or ordinary tannic acid. It is used as an intestinal astringent, and locally in rhinitis and pharyngitis.
Tantra	A ceremonial treatise related to Puranic and magic literature; esp., one of the sacred works of the worshipers of Sakti.
Tantrism	The system of doctrines and  rites taught in the tantras.
Taotai	In China, an official at the head of the civil and military affairs of a circuit, which consists of two or more fu, or territorial departments; -- called also, by foreigners, intendant of circuit. Foreign consuls and commissioners associated with taotais as superintendants of trade at the treaty ports are ranked with the taotai.
Tapadera	Alt. of Tapadero
Tapadero	One of the leather hoods which cover the stirrups of a Mexican saddle.
Taped	of Tape
Taping	of Tape
Tape	To furnish with tape; to fasten, tie, bind, or the like, with tape;
Tape	to cover (a wire) with insulating tape.
Tape	to record on audio tape or video tape; -- either directly, at the scene of the action tape, or indirectly, as from a broadcast of the action.
Tapestry beetle	A small black dermestoid beetle (Attagenus piceus) whose larva feeds on tapestry, carpets, silk, fur, flour, and various other goods.
Tappet rod	A rod carrying a tappet or tappets, as one for closing the valves in a Cornish pumping engine.
Tappoon	A piece of wood or sheet metal fitted into a ditch to dam up the water so as to overflow a field.
Target	A thin cut; a slice; specif., of lamb, a piece consisting of the neck and breast joints.
Target	A tassel or pendent; also, a shred; tatter.
Tariff	A tariff may be imposed solely for, and with reference to, the production of revenue (called a revenue tariff, or tariff for revenue, or for the artificial fostering of home industries (a projective tariff), or as a means of coercing foreign governments, as in case of retaliatory tariff.
Tarpeian	Pertaining to or designating a rock or peak of the Capitoline hill, Rome, from which condemned criminals were hurled.
Task wage	A wage paid by the day, or some fixed period, on condition that a minimum task be performed. When the workman is paid in proportion for excess over the minimum, the wage is one for piece-work.
Tattersall's	A famous horse market in London, established in 1766 by Richard Tattersall, also used as the headquarters of credit betting on English horse races; hence, a large horse market elsewhere.
Tatties	of Tatty
Tatty	A mat or screen of fibers, as of the kuskus grass, hung at a door or window and kept wet to moisten and cool the air as it enters.
Tau	The nineteenth letter (/, /) of the Greek alphabet, equivalent to English t.
Taupie	Alt. of Tawpie
Tawpie	A foolish or thoughtless young person, esp. a slothful or slovenly woman.
Taurid	Any of a group of meteors appearing November 20-23; -- so called because they appear to radiate from a point in Taurus.
Tautaug	Same as Tautog.
Tax certificate	The certificate issued to the purchaser of land at a tax sale certifying to the sale and the payment of the consideration thereof, and entitling the purchaser upon certain conditions and at a certain time thereafter to a deed or instrument of conveyance (called a tax deed) of the land, to be executed by the proper officer.
Taxis	In technical uses, as in architecture, biology, grammar, etc., arrangement; order; ordonnance.
Taylor-White process	A process (invented about 1899 by Frederick W. Taylor and Maunsel B. White) for giving toughness to self-hardening steels. The steel is heated almost to fusion, cooled to a temperature of from 700¡ to 850¡ C. in molten lead, further cooled in oil, reheated to between 370¡ and 670¡ C., and cooled in air.
Tchick	A slight sound such as that made by pressing the tongue against the roof of the mouth and explosively sucking out the air at one side, as in urging on a horse.
Tchick	To make a tchick.
T connection	The connection of two coils diagrammatically as a letter T, chiefly used as a connection for passing transformers. When the three free ends are connected to a source of three-phase current, two-phase current may be derived from the secondary circuits. The reverse arrangement may be used to transform from two-phase.
Teache	Any, esp. the last, of the series of boilers or evaporating pans.
Teamwork	Work done by a number of associates, usually each doing a clearly defined portion, but all subordinating personal prominence to the efficiency of the whole; as, the teamwork of a football eleven or a gun crew.
Tear	A partially vitrified bit of clay in glass.
Teaser	A shunt winding on field magnets for maintaining their magnetism when the main circuit is open.
Technician	A technicist; esp., one skilled particularly in the technical details of his work.
Techniphone	A dumb gymnastic apparatus for  training the hands of pianists and organists, as to a legato touch.
Technography	Description of the arts and  crafts of tribes and peoples.
Tectonic	Structural.
Tectonic	Of, pert. to, or designating, the rock structures and external forms resulting from the deformation of the earth's crust; as, tectonic arches or valleys.
Tectonics	The science or art by which implements, vessels, buildings, etc., are constructed, both in relation to their use and to their artistic design.
Tedeschi	of Tedesco
Tedesco	German; -- used chiefly of art, literature, etc.
Te Deum	A musical setting of the Te Deum.
Tee	The letter T, t; also, something shaped like, or resembling in form, the letter T.
Teed	of Tee
Teeing	of Tee
Tee	To place (the ball) on a tee.
Teeing ground	The space from within which the ball must be struck in beginning the play for each hole.
Teeswater	A breed of cattle formerly bred in England, but supposed to have originated in Holland and to have been the principal stock from which the shorthorns were derived.
Teeswater	An old English breed of sheep allied to the Leicester.
Tee-to-tum	A workingmen's resort conducted under religious influences as a counteractant to the drinking saloon.
Telautogram	A message transmitted and recorded by a teleautograph.
Telautograph	A facsimile telegraph for reproducing writing, pictures, maps, etc. In the transmitter the motions of the pencil are communicated by levers to two rotary shafts, by which variations in current are produced in two separate circuits. In the receiver these variations are utilized by electromagnetic devices and levers to move a pen as the pencil moves.
Telechirograph	An instrument for  telegraphically transmitting and receiving handwritten messages, as photographically by a beam of light from a mirror.
Telega	A rude four-wheeled, springless wagon, used among the Russians.
Telegony	The supposed influence of a father upon offspring subsequent to his own, begotten of the same mother by another father.
Telegraphone	An instrument for recording and reproducing sound by local magnetization of a steel wire, disk, or ribbon, moved against the pole of a magnet connected electrically with a telephone receiver, or the like.
Telegraphoscope	An instrument for telegraphically transmitting a picture and reproducing its image as a positive or negative. The transmitter includes a camera obscura and a row of minute selenium cells. The receiver includes an oscillograph, ralay, equilibrator, and an induction coil the sparks from which perforate a paper with tiny holes that form the image.
Telegraph plant	An East Indian tick trefoil (Meibomia gyrans), whose lateral leaflets jerk up and down like the arms of a semaphore, and also rotate on their axes.
Telehydrobarometer	An instrument for indicating the level of water in a distant tank or reservior.
Tele-iconograph	An instrument essentially the same as the telemetrograph.
Tele-iconograph	A form of facsimile telegraph.
Tel-el-Amarna	A station on the Nile, midway between Thebes and Memphis, forming the site of the capital of Amenophis IV., whose archive chamber was discovered there in 1887. A collection of tablets (called the Tel-el-Amarna, / the Amarna, tablets) was found here, forming the Asiatic correspondence (Tel-el-Amarna letters) of Amenophis IV. and his father, Amenophis III., written in cuneiform characters. It is an important source of our knowledge of Asia from about 1400 to 1370 b. c..
Telelectric	Of or pertaining to transmission, as of music, to a distance by electricity.
Telelectroscope	Any apparatus for making distant objects visible by the aid of electric transmission.
Telemechanic	Designating, or pert. to, any device for operating mechanisms at a distance.
